"","x"
"Q9BUT1",0.0794092311442878
"Q96NT3",0.0794092311442878
"P0DMV8.8",0.0794092311442878
"Q9BVJ7",0.0793115675203357
"Q8N6T7",0.0793115675203357
"Q9Y314",0.0793115675203357
"B7ZBB8",0.0793115675203357
"P20062.1",0.0793115675203357
"Q9NYX4",0.0793115675203357
"P54274",0.0792630053432757
"Q9P2G3",0.0792630053432757
"O14977",0.0792630053432757
"Q969V5.1",0.0792630053432757
"Q8IYN2",0.0791844856746691
"Q9UIE0",0.0790492216948815
"O00206.Q9Y6Y9",0.0790492216948815
"Q96DA6",0.0790492216948815
"Q9Y561.1",0.0790492216948815
"Q9UKL4",0.0783587396902057
"O76036",0.0783587396902052
"Q99LC4.217",0.0783587396902052
"P08861",0.0782946709777921
"P17676",0.0782946709777916
"Q7Z5H3",0.078167589132125
"P31944",0.0779693120190839
"Q99LC4.132",0.0779693120190839
"Q6UXZ4.2",0.0779693120190839
"P84022",0.0776054113173137
"Q8N0X7",0.0776054113173137
"Q9H0M0",0.0776054113173137
"O14907",0.0776054113173137
"Q99962",0.0776054113173137
"P0DMM9",0.0776054113173137
"P11498",0.0776054113173137
"P49914",0.0776054113173137
"P43626",0.0776054113173137
"O95861",0.0776054113173137
"Q9NUI1",0.0776054113173137
"Q9NVG8",0.0776054113173137
"Q09327",0.0776054113173137
"Q14738",0.0776054113173137
"P60981.1",0.0776054113173137
"Q15366",0.0776054113173137
"O75663",0.0776054113173137
"Q9NUQ8",0.0776054113173137
"Q9NWS0",0.0776054113173137
"P09327",0.0776054113173137
"P29144",0.0776054113173137
"Q8IY22",0.0776054113173137
"Q5VIR6",0.0776054113173137
"Q8NI08",0.0776054113173137
"Q04759",0.0776054113173137
"P29353.1",0.0776054113173137
"P46952",0.0776054113173137
"Q06787.1",0.0776054113173137
"O00264",0.0776054113173137
"P49327",0.0776054113173137
"P54753",0.0776054113173137
"P15311",0.0776054113173137
"O76050",0.0774863073346443
"O60861",0.0774863073346443
"Q9P2N7",0.0773904053247216
"Q9BPX1",0.0773904053247216
"P34949",0.0773904053247216
"P68871.P69905",0.0773904053247216
"Q9UKQ9",0.0773904053247216
"Q9Y2C2",0.0773904053247216
"Q7L8C5",0.0773904053247212
"O15247.1",0.0773904053247212
"Q8TC84",0.0772084549738365
"Q15025",0.0772084549738365
"Q6UX82",0.0772084549738365
"Q496F6.1",0.0772084549738365
"P19256",0.0769616156837358
"P51858",0.0769616156837358
"Q8N8U2",0.0769616156837354
"P34969",0.0769616156837354
"P04062",0.0769616156837354
"Q15848",0.0769616156837354
"P14061",0.0769616156837354
"Q14CZ8",0.0769616156837354
"Q9UKD2",0.0769149293126374
"P12830.2",0.0769149293126374
"Q9UK76",0.0768663671355774
"Q00887",0.0767796653328503
"Q9NX09",0.0766525834871832
"O00142",0.0766525834871832
"P14151",0.0766525834871832
"P04233",0.0766525834871832
"O00422",0.076255627143706
"Q9H4M7",0.0755651451390298
"P09681",0.0755651451390298
"Q9Y5U2",0.0755651451390298
"O60516",0.0755651451390298
"Q86YM7",0.0755651451390298
"Q6ZN17",0.0755651451390298
"Q9Y223",0.0755651451390298
"O14908.1",0.0755651451390298
"Q7Z6J4",0.0755651451390298
"P22607.1",0.0755651451390298
"Q9BX68",0.0755651451390298
"Q96MU8.1",0.0755651451390298
"P07492.1",0.0755651451390298
"Q99614",0.0755651451390298
"Q6ZUS6",0.0754225567580096
"Q9Y274",0.0752670747637025
"P04217",0.0752561129424776
"Q9NQG5",0.0752561129424776
"Q9P0W2",0.0752242796449685
"Q99LC4.117",0.0752242796449685
"P09923",0.0751694111397505
"Q9NXV2",0.0751694111397505
"O60664",0.0751694111397505
"O60218",0.0751694111397505
"P31997",0.0751694111397505
"Q9BZS1",0.0751694111397505
"P48960.1",0.0751694111397505
"Q9Y5H3",0.0751694111397505
"Q7Z7B8",0.0751694111397505
"Q96NA8",0.0751694111397505
"Q5T7V8",0.0751694111397505
"Q5TEA6",0.0751694111397505
"P56937.1",0.0751694111397505
"P18065.2",0.0751208489626904
"Q9UPZ6.1",0.0751208489626904
"P32320",0.0750890156651813
"O00443",0.0749070653142963
"P52799",0.0749070653142963
"P22466",0.0749070653142963
"Q8WUJ0",0.0749070653142963
"Q5UCC4",0.0749070653142963
"Q14764",0.0749070653142963
"O75023",0.0749070653142963
"P09466",0.0749070653142963
"P0DMV8",0.0748585031372362
"Q8IZN3",0.0748585031372362
"P49221",0.0748585031372362
"P48304.1",0.0748585031372362
"Q8WXH2",0.0748585031372362
"Q8TBQ9",0.0748273233014913
"Q9P0G3.2",0.0748273233014913
"Q9Y320",0.0748273233014909
"Q92620",0.0748273233014909
"O14807",0.0748273233014909
"P0DN86",0.0748273233014909
"Q9BY67",0.0748273233014909
"Q8N6Q3",0.0746135396530971
"P22309",0.0746135396530971
"Q9NRB3",0.0746135396530971
"Q5DID0",0.0746135396530971
"P20849",0.0741380636410134
"P23526",0.0741380636410134
"Q6IQ20",0.0741380636410134
"Q5JVS0",0.0740895014639529
"P78310",0.0740895014639529
"Q15365",0.0740895014639529
"O14737",0.0740895014639529
"P23677",0.0740895014639529
"P58294",0.0740895014639529
"Q6PUV4",0.0740895014639529
"P84085",0.0740895014639529
"P62820",0.0740895014639529
"Q13084",0.0740895014639529
"Q14694",0.0740895014639529
"Q3MII6",0.0740895014639529
"Q6UWW8",0.0740895014639529
"P08254",0.0740895014639529
"P04818",0.0740895014639529
"Q8N2K0",0.0740895014639529
"P49223",0.0740895014639529
"Q9ULB5",0.0740895014639529
"P58658.1",0.0740895014639529
"Q96LC9",0.0737411072975358
"P26998",0.0737411072975358
"P08727",0.0735966431105535
"P29622.1",0.0733516796264149
"Q16674",0.0731211670984693
"Q7Z4W2",0.0731211670984693
"P56975",0.0730818051286044
"Q99LC4.58",0.0730818051286044
"O95379",0.0730818051286044
"P49798",0.0730818051286044
"Q9H6J7",0.0730818051286044
"Q13214",0.0730818051286044
"Q8N6C8",0.0730818051286044
"Q9P0B6",0.0730818051286044
"Q6UWZ7",0.0730818051286044
"Q9UHQ4",0.073081805128604
"P20073",0.073081805128604
"O15389",0.073081805128604
"Q86WV5",0.073081805128604
"P52298",0.073081805128604
"Q9HAE3",0.073081805128604
"Q8NBN7",0.073081805128604
"P10153",0.073081805128604
"O00453",0.073081805128604
"Q8TBC3",0.0727882794674053
"P13942",0.0726456910863851
"Q9UBL3",0.0726456910863851
"Q16787",0.0726456910863851
"O95164",0.0726456910863851
"Q9UBS3",0.0718199451019212
"P30419.1",0.0718199451019212
"O75431",0.0717709623274509
"O15182",0.0713911554609354
"Q8N752",0.0713911554609354
"P23434",0.0712092051100504
"Q96TA2",0.0712092051100504
"Q9H9H5",0.0712092051100504
"Q0P5P2",0.0712092051100504
"O75452",0.0710272547591653
"Q9NRX6",0.0710272547591653
"P07205",0.0710272547591653
"P09496",0.0710272547591653
"Q96C86",0.0710272547591653
"O15273",0.0710272547591653
"Q9BXN1",0.0710272547591653
"Q99LC4.143",0.0710272547591653
"P46695",0.0710272547591653
"Q9BRX2",0.0710272547591648
"O95396",0.0710272547591648
"P15036",0.0707163467566505
"Q96P47",0.0707163467566505
"Q9Y2Y0",0.0707163467566505
"P09758.1",0.0707163467566505
"O43827",0.0707163467566505
"P18564",0.0707163467566505
"P09105.1",0.0707163467566505
"Q8WU39",0.0706851669209061
"Q86WA6",0.0706851669209061
"Q96EP1",0.070606647252299
"Q8TCD5",0.070606647252299
"Q9Y6E0",0.070606647252299
"Q15399.1",0.070606647252299
"A6NMZ2",0.070606647252299
"Q8IUQ4",0.070606647252299
"P98177",0.070606647252299
"Q96BW5",0.070606647252299
"Q6ICB4",0.070606647252299
"Q16864",0.070606647252299
"P29350",0.070606647252299
"Q9H0N5",0.070606647252299
"P50454",0.0702096909088215
"O60884",0.0702096909088215
"P84090",0.0702096909088215
"Q9H3U1",0.0702096909088215
"Q9HB71",0.0702096909088215
"Q9NS18",0.0702096909088215
"Q96BS2",0.0702096909088215
"O75915",0.0702096909088215
"Q99490",0.0702096909088215
"P23443.1",0.0702096909088215
"Q9NQR4",0.0702096909088215
"Q969T4",0.0702096909088215
"Q08623",0.0702096909088215
"Q86V88",0.0702096909088215
"Q7Z7E8",0.0702096909088215
"Q96EK9",0.0702096909088215
"Q6P6B7",0.0702096909088215
"Q765P7",0.0702096909088215
"P16109",0.0702096909088215
"O15530",0.0702096909088215
"Q7Z5L3.1",0.0702096909088215
"Q9BWV2",0.0702096909088215
"Q99LC4.206",0.0700157046775374
"Q96PX8",0.0699473450833676
"P06703",0.0699473450833676
"Q9H4G0",0.0699473450833676
"Q02790",0.0699473450833676
"Q16775",0.0699473450833676
"Q5QJ74",0.0699473450833676
"Q6PII5",0.0699473450833676
"O75528",0.0699473450833676
"Q9Y6I4",0.0699473450833676
"A6NHT5",0.0699473450833676
"Q86VH5",0.0699473450833676
"Q99LC4.122",0.0699473450833676
"P20827",0.0697653947324821
"P47756",0.0697653947324821
"Q9UNW1",0.0697653947324821
"Q96CG8.1",0.0697168325554225
"P07359",0.069716832555422
"P05783",0.069716832555422
"Q9BYC5",0.069716832555422
"P51451",0.0696538194221685
"P51911",0.0696538194221685
"Q68CL5",0.0696538194221685
"Q8WW33",0.0696538194221685
"Q96N06",0.0696538194221685
"Q8IYV9",0.0695989509169506
"P52657",0.0695989509169506
"Q9NQX3",0.0695989509169506
"P04141",0.0695989509169506
"Q9BQB4.1",0.0695989509169506
"P51815",0.0690430794302972
"Q68DV7",0.0689396487480187
"Q99972",0.0689396487480187
"P46379",0.0689396487480187
"Q13829",0.0689396487480187
"O75679",0.0689396487480187
"P78423",0.0689396487480187
"O60939",0.0689396487480187
"Q08999",0.0685796392986124
"O14818",0.0682566954156987
"O14732",0.0682566954156987
"Q9P2B2",0.0682566954156987
"Q99LC4.83",0.0682566954156987
"Q9H2M3",0.0682566954156987
"P61956",0.0682566954156987
"O75364",0.0682566954156987
"Q9H903",0.0682566954156987
"P49767",0.0682566954156987
"P39900",0.0682566954156987
"P0CG47",0.0682566954156987
"Q8IVY1",0.0682566954156987
"Q9UJ90",0.0682566954156987
"P49675",0.0681220848976758
"P56134",0.0681220848976758
"P53634",0.0681220848976758
"O95502",0.0681220848976758
"Q9NX46",0.0681220848976758
"P02458.1",0.0681220848976758
"Q7Z5G4",0.0681220848976758
"P07311",0.0681220848976758
"O00141",0.0681220848976758
"Q96AB6",0.0681220848976758
"P17980",0.0681220848976758
"Q9HC73.1",0.0681220848976758
"Q07817",0.0681220848976758
"Q99LC4.219",0.0681220848976758
"P47813",0.068074745064814
"Q9C0C4",0.0680747450648136
"P51164",0.0680747450648136
"Q5BKX5",0.0680117319315596
"O95256",0.0678927947139285
"Q99593",0.0678927947139285
"P08637",0.0678927947139285
"P63302",0.0678927947139285
"Q99873",0.0678927947139285
"O76074.1",0.0678927947139285
"Q96KN2.1",0.0678927947139285
"A2RU67",0.0678927947139285
"Q9H8L6",0.0678927947139285
"Q99LC4.72",0.067844232536868
"Q8WWA0",0.067844232536868
"P27037",0.067844232536868
"Q02246",0.067844232536868
"Q99LC4.150",0.067844232536868
"Q99726",0.067844232536868
"P20809",0.0675821195757678
"Q13137",0.0675507068756693
"P37235",0.0675507068756693
"Q15007",0.0675507068756693
"Q8N371",0.0675507068756693
